É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/04 19:09:16

,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá
2018/10/31,9.6,8,1,14.4,8,1,4.7,8,1,0.0,8,1
2018/11/1,8.8,8,1,16.2,8,1,3.2,8,1,0.0,8,1
2018/11/2,8.9,8,1,17.1,8,1,1.2,8,1,0.0,8,1
2018/11/3,9.4,8,1,18.1,8,1,3.1,8,1,0.0,8,1
2018/11/4,10.3,8,1,19.5,8,1,4.1,8,1,0.0,8,1
2018/11/5,11.0,8,1,20.8,8,1,2.9,8,1,0.0,8,1
2018/11/6,12.6,8,1,20.9,8,1,4.4,8,1,0.0,8,1
2018/11/7,12.3,8,1,20.5,8,1,5.4,8,1,0.0,8,1
2018/11/8,13.9,8,1,20.0,8,1,7.8,8,1,0.0,8,1
2018/11/9,15.5,8,1,20.4,8,1,8.9,8,1,18.5,8,1
2018/11/10,10.7,8,1,18.8,8,1,5.0,8,1,0.0,8,1
2018/11/11,10.1,8,1,18.4,8,1,3.2,8,1,0.0,8,1
2018/11/12,11.4,8,1,13.5,8,1,9.1,8,1,1.0,8,1
2018/11/13,11.6,8,1,16.8,8,1,4.9,8,1,0.0,8,1
2018/11/14,9.6,8,1,14.8,8,1,3.7,8,1,0.0,8,1
2018/11/15,7.9,8,1,15.6,8,1,1.1,8,1,0.0,8,1
2018/11/16,8.6,8,1,14.7,8,1,1.5,8,1,0.0,8,1
2018/11/17,11.3,8,1,18.3,8,1,5.2,8,1,0.0,8,1
2018/11/18,10.6,8,1,15.9,8,1,4.7,8,1,0.5,8,1
2018/11/19,10.0,8,1,13.9,8,1,4.5,8,1,1.0,8,1
2018/11/20,7.2,8,1,14.0,8,1,1.3,8,1,0.0,8,1
2018/11/21,7.3,8,1,13.3,8,1,0.8,8,1,0.0,8,1
2018/11/22,7.7,8,1,11.4,8,1,2.6,8,1,5.0,8,1
2018/11/23,3.7,8,1,10.0,8,1,-1.4,8,1,0.0,8,1
2018/11/24,3.9,8,1,12.6,8,1,-2.9,8,1,0.0,8,1
2018/11/25,7.6,8,1,16.2,8,1,0.7,8,1,0.0,8,1
2018/11/26,7.4,8,1,15.0,8,1,0.4,8,1,0.0,8,1
2018/11/27,10.8,8,1,17.8,8,1,6.2,8,1,0.0,8,1
2018/11/28,9.2,8,1,14.2,8,1,4.6,8,1,0.0,8,1
2018/11/29,9.3,8,1,15.8,8,1,3.1,8,1,0.0,8,1
2018/11/30,6.9,8,1,15.4,8,1,0.4,8,1,0.0,8,1
2018/12/1,8.5,8,1,15.7,8,1,2.6,8,1,0.0,8,1
2018/12/2,8.8,8,1,15.5,8,1,1.2,8,1,7.5,8,1
2018/12/3,12.4,8,1,13.9,8,1,10.2,8,1,26.0,8,1
2018/12/4,15.3,8,1,19.9,8,1,12.5,8,1,4.0,8,1
2018/12/5,11.8,8,1,16.9,8,1,7.3,8,1,0.0,8,1
2018/12/6,9.8,8,1,11.1,8,1,7.7,8,1,11.5,8,1
2018/12/7,6.8,8,1,10.2,8,1,2.9,8,1,0.0,8,1
2018/12/8,2.3,8,1,4.8,8,1,0.0,8,1,0.0,8,1
2018/12/9,1.9,8,1,4.5,8,1,-0.5,8,1,0.0,8,1
2018/12/10,2.1,8,1,8.8,8,1,-1.9,8,1,0.0,8,1
2018/12/11,2.7,8,1,5.4,8,1,-2.3,8,1,17.5,8,1
2018/12/12,5.2,8,1,9.4,8,1,0.5,8,1,0.0,8,1
2018/12/13,3.9,8,1,9.9,8,1,-1.5,8,1,0.0,8,1
2018/12/14,4.1,8,1,7.7,8,1,-0.6,8,1,0.0,8,1
2018/12/15,2.5,8,1,10.1,8,1,-2.4,8,1,0.0,8,1
2018/12/16,2.6,8,1,6.4,8,1,-3.1,8,1,11.5,8,1
2018/12/17,5.6,8,1,8.5,8,1,3.9,8,1,0.5,8,1
2018/12/18,5.0,8,1,9.3,8,1,0.6,8,1,0.0,8,1
2018/12/19,4.2,8,1,11.5,8,1,-2.2,8,1,0.0,8,1
2018/12/20,6.8,8,1,10.7,8,1,1.4,8,1,5.0,8,1
2018/12/21,8.8,8,1,12.4,8,1,5.2,8,1,2.5,8,1
2018/12/22,10.7,8,1,13.7,8,1,8.9,8,1,0.5,8,1
2018/12/23,9.8,8,1,13.2,8,1,6.7,8,1,0.0,8,1
2018/12/24,4.9,8,1,9.9,8,1,-0.8,8,1,0.5,8,1
2018/12/25,3.7,8,1,10.8,8,1,-2.7,8,1,0.0,8,1
2018/12/26,6.1,8,1,8.4,8,1,4.0,8,1,0.0,8,1
2018/12/27,5.2,8,1,9.9,8,1,0.6,8,1,0.0,8,1
2018/12/28,0.7,8,1,3.9,8,1,-2.2,8,1,0.5,8,1
2018/12/29,0.8,8,1,4.0,8,1,-2.9,8,1,0.0,8,1
2018/12/30,0.6,8,1,4.6,8,1,-3.0,8,1,0.0,8,1
2018/12/31,0.5,8,1,6.5,8,1,-3.9,8,1,0.0,8,1
2019/1/1,2.4,8,1,8.2,8,1,-4.5,8,1,0.0,8,1
